,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Takas,Banyo Sayısı,Balkon Durumu,WC Sayısı,Fiyat Durumu,Price,Location,link,Eşya Durumu,Ada,Parsel,Balkon Sayısı,Balkon Tipi,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
936,17229198,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,77 m²,87 m²,2+1,11-15,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,35.000TL, Maltepe - Küçükyalı Mahallesi,https://www.emlakjet.com//ilan/maltepe-kucukyali-marmaray-da-21-bahce-kati-kiralik-17229198/,Boş,,,,,,,,,
937,17229189,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,16-20,3.Kat,3,Klimalı,Boş,,,,Arsa Tapulu,Hayır,,Yok,1,,,Genel Fiyat,16.000TL, Ümraniye - Atakent Mahallesi,https://www.emlakjet.com//ilan/umraniye-finans-merkezine-yakin-kiralik-cati-kati-terasli-daire-17229189/,Boş,,,,,,,,,
938,17229179,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,98 m²,115 m²,2.5+1,21 Ve Üzeri,4.Kat,4,Merkezi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,60.000TL, Beşiktaş - Kültür Mahallesi,https://www.emlakjet.com//ilan/ulus-gazete-muhabirleri-sitesinde-bakimli-daire-17229179/,Boş,,,,,,,,,
939,17229080,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,90 m²,130 m²,2+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,26.000TL, Sancaktepe - Emek Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-full-esyali-21-balkonlu-2-wc-17229080/,Eşyalı,,,,,,,,,
940,17229079,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,130 m²,150 m²,2+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,22.000TL, Sancaktepe - Atatürk Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-21-merkezde-genis-mutfak-genis-balkon-17229079/,Boş,,,,,,,,,
941,17229078,27 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,30 m²,40 m²,Stüdyo,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,7.500TL, Sancaktepe - Emek Mahallesi,https://www.emlakjet.com//ilan/kiralik-10-hastane-okul-yakini-aciklamayi-okuyunuz-17229078/,Boş,,,,,,,,,
942,17229051,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,Düz Giriş (Zemin),5,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,16.000TL, Çekmeköy - Soğukpınar Mahallesi,https://www.emlakjet.com//ilan/kiralik-11-giris-17229051/,Boş,,,,,,,,,
943,17228996,27 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,50000 TL,Yok,1,Var,1,Genel Fiyat,26.000TL, Esenler - Havaalanı Mahallesi,https://www.emlakjet.com//ilan/esenler-havaalani-mahallesi-kadin-dogum-hastanesine-yakin-21-ara-kat-full-esyali-17228996/,Eşyalı,498,14,1,Açık Balkon,Hayır,,,,
944,17228986,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,90 m²,125 m²,2+1,5-10,7.Kat,8,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,30.000TL, Çekmeköy - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/metropol-den-dome-rezidans-da-kiralik-arakat-bakonlu-21-daire-17228986/,Boş,,,,,,,,,
945,17228727,27 Nisan 2025,29 Nisan 2025,Konut,Kiralık,Daire,120 m²,138 m²,3+1,5-10,7.Kat,9,Kombi Doğalgaz,Boş,,,5172 TL,Kat Mülkiyeti,Evet,50000 TL,,2,Var,2,Birim Fiyat,50.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/ayvaci-park-kiralik-31-kaliteli-site-17228727/,Boş,3984,14,3,Açık Balkon,,,,,
946,17228718,27 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,16-20,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,100 TL,Kat İrtifakı,Hayır,20000 TL,Var,1,Var,1,Genel Fiyat,20.000TL, Üsküdar - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/finans-merkezi-yakin-80m2-balkonlu-masrafsiz-kombili-kiralik-21-17228718/,Boş,1994,9,1,Açık Balkon,Hayır,5 m²,5 m²,20 m²,3 m²
947,17228612,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,,,Tapu Kaydı Yok,Hayır,,,1,,,Genel Fiyat,17.000TL, Esenyurt - Mehmet Akif Ersoy Mahallesi,https://www.emlakjet.com//ilan/metrobuse-15dk-merkezi-konum-21-kiralik-arakat-daire-17228612/,,,,,,,,,,
948,17228605,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,85 m²,88 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,,,1,,,Genel Fiyat,20.000TL, Bağcılar - Barbaros Mahallesi,https://www.emlakjet.com//ilan/barbaros-ta-kiralik-21-daire-17228605/,,1212,11,,,,,,,
949,17228602,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Boş,,,,Tapu Kaydı Yok,Hayır,,,1,,,Genel Fiyat,12.000TL, Esenyurt - Mehterçeşme Mahallesi,https://www.emlakjet.com//ilan/mehtercesme-mahallesi-metrobuse-yakin-21-kiralik-daire-17228602/,,,,,,,,,,
950,17228589,27 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,100 m²,123 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,42.000TL, Tuzla - Postane Mahallesi,https://www.emlakjet.com//ilan/postane-mahallesin-de-kiralik-31-daire-17228589/,Boş,,,,,,,,,
951,17228570,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,100 m²,135 m²,2+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,40.000TL, Sancaktepe - Emek Mahallesi,https://www.emlakjet.com//ilan/sancaktepe-kent-life-sitesinde-21-havuz-manzarali-kiralik-daire-17228570/,Boş,,,,,,,,,
952,17228560,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,55 m²,65 m²,Stüdyo,16-20,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,15.500TL, Fatih - Topkapı Mahallesi,https://www.emlakjet.com//ilan/sifir-yapili-esyali-tum-faturalar-dahil-studyo-daire-17228560/,Eşyalı,,,,,,,,,
953,17228503,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,6.Kat,6,Kombi Doğalgaz,Boş,,,,Kooperatiften Tapu,Hayır,28000 TL,,1,,,Genel Fiyat,28.000TL, Bahçelievler - Fevzi Çakmak Mahallesi,https://www.emlakjet.com//ilan/bahcelievler-fevzi-cakmak-mh-31-full-esyali-kiralik-daire-17228503/,,,,,,,,,,
954,17228453,27 Nisan 2025,01 Mayıs 2025,Konut,Kiralık,Daire,185 m²,190 m²,1.5+1,5-10,14.Kat,15,Merkezi Doğalgaz,Boş,,,,Tapu Kaydı Yok,Hayır,,,2,,,Genel Fiyat,35.000TL, Esenyurt - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/arev-den-acil-site-ici-51-kiralik-esyali-daire-17228453/,,,,,,,,,,
955,17228389,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,45 m²,52 m²,Stüdyo,5-10,8.Kat,14,Merkezi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,15.000TL, Esenyurt - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/new-residence-kiralik-esyali-10-studyo-daire-17228389/,Eşyalı,,,,,,,,,
956,17228388,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,45.000TL, Bakırköy - Cevizlik Mahallesi,https://www.emlakjet.com//ilan/bakirkoy-deniz-manzarali-esyali-21-kiralik-daire-17228388/,Eşyalı,,,,,,,,,
957,17228307,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,Yüksek Giriş,9,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,35.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/pendik-yenisehir-emin-evim-560-21-kiralik-daire-17228307/,Boş,,,,,,,,,
958,17228184,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,70 m²,76 m²,1+1,11-15,17.Kat,18,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,40.000TL, Küçükçekmece - İstasyon Mahallesi,https://www.emlakjet.com//ilan/sitede-kiralik-daire-deniz-manzarali-17228184/,Boş,,,,,,,,,
959,17228177,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,150 m²,180 m²,3+2,1,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,3,,,Genel Fiyat,50.000TL, Beylikdüzü - Yakuplu Mahallesi,https://www.emlakjet.com//ilan/yakuplu-mah-yenibinada-esyali-32-dubleks-daire-17228177/,Eşyalı,,,,,,,,,
960,17228174,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,1,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,38.000TL, Beylikdüzü - Yakuplu Mahallesi,https://www.emlakjet.com//ilan/yakuplu-mah-yenibinada-sifir-esyali-21-kiralik-daire-17228174/,Eşyalı,,,,,,,,,
961,17228123,27 Nisan 2025,28 Nisan 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,20.000TL, Esenyurt - Güzelyurt Mahallesi,https://www.emlakjet.com//ilan/haramidere-guzelyurt-mahallesi-21-esyali-ara-kat-kiralik-daire-17228123/,Boş,,,,,,,,,
962,17228026,27 Nisan 2025,30 Nisan 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,300 TL,Kat İrtifakı,Hayır,24000 TL,Yok,1,Yok,2,Genel Fiyat,24.000TL, Eyüpsultan - Akşemsettin Mahallesi,https://www.emlakjet.com//ilan/aksemsettin-cengiz-topel-caddede-ofise-uygun-21-kiralik-daire-17228026/,Boş,139,33,,,,5 m²,,20 m²,3 m²
963,17227902,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,40 m²,48 m²,1+1,5-10,Kot 1 (-1).Kat,4,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,18.000TL, Başakşehir - Kayabaşı Mahallesi,https://www.emlakjet.com//ilan/kayesehirde-11-24-bolge-bagtepede-48-m-oturuma-hazir-17227902/,Boş,,,,,,,,,
964,17227858,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,115 m²,130 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,,Yok,1,,,Genel Fiyat,20.000TL, Bağcılar - Demirkapı Mahallesi,https://www.emlakjet.com//ilan/cadde-ustu-kiralik-31-daire-17227858/,Boş,,,,,,,,,
965,17227835,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,110 m²,140 m²,3+1,21 Ve Üzeri,8.Kat,9,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,1500 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,40.000TL, Kadıköy - 19 Mayıs Mahallesi,https://www.emlakjet.com//ilan/bayar-ve-inonu-cad-arasinda-ferah-onu-acik-31-kiralik-daire-17227835/,,,,,,,,,,
966,17227832,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,68 m²,90 m²,2+1,0 (Yeni),1.Kat,13,Yerden Isıtma,Boş,Sıfır,Betonarme,,Bilinmiyor,Hayır,,Yok,2,,,Genel Fiyat,75.000TL, Kadıköy - Caddebostan Mahallesi,https://www.emlakjet.com//ilan/caddebostan-noter-sokakta-ebeveynli-ankastreli-21-kiralik-17227832/,,,,,,,,,,
967,17227798,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,6.Kat,9,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,40.000TL, Çekmeköy - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/tasdelen-cumhuriyet-de-kiralik-21-daire-17227798/,Boş,,,,,,,,,
968,17227783,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,5-10,1.Kat,8,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,27.000TL, Başakşehir - Kayabaşı Mahallesi,https://www.emlakjet.com//ilan/kayasehir-23-bolge-21-85m2-gb-cephe-kiralik-daire-17227783/,Boş,,,,,,,,,
969,17227739,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kooperatiften Tapu,Hayır,25000 TL,,1,Var,,Genel Fiyat,25.000TL, Üsküdar - Selami Ali Mahallesi,https://www.emlakjet.com//ilan/naz-emlaktan-selami-ali-mahallesinde-masrafsiz-21-kiralik-daire-17227739/,,,,1,Kapalı Balkon,,,,,
970,17227594,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,21 Ve Üzeri,5.Kat,10,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,40.500TL, Ataşehir - İçerenköy Mahallesi,https://www.emlakjet.com//ilan/butik-sitede-ici-tamamen-yenilenmis-31-genis-kiralik-daire-17227594/,Boş,,,,,,,,,
971,17227588,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,36.000TL, Üsküdar - Beylerbeyi Mahallesi,https://www.emlakjet.com//ilan/beylerbeyi-sahile-5-dk-aydinlik-yesillik-manzarali-ici-sik-21-17227588/,Boş,,,,,,,,,
972,17227586,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,48 m²,58 m²,1+1,3,8.Kat,8,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,56.000TL, Maltepe - Esenkent Mahallesi,https://www.emlakjet.com//ilan/esyali-orman-manzarali-11-kiralik-luks-daire-17227586/,Eşyalı,,,,,,,,,
973,17227438,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,89 m²,100 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,,Yok,1,,,Genel Fiyat,20.000TL, Bahçelievler - Şirinevler Mahallesi,https://www.emlakjet.com//ilan/bahcelievler-sirinevler-meydanda-kiralik-daire-17227438/,,,3370,,,,,,,
974,17227350,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,85 m²,110 m²,2+1,21 Ve Üzeri,Kot 4 (-4).Kat,4,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,17000 TL,,1,Var,1,Genel Fiyat,17.000TL, Küçükçekmece - Halkalı Merkez Mahallesi,https://www.emlakjet.com//ilan/halkali-merkez-mah-17227350/,Boş,229,22,1,Kapalı Balkon,,,,,
975,17227303,27 Nisan 2025,02 Mayıs 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,,1,,,Birim Fiyat,28.000TL, Gaziosmanpaşa - Merkez Mahallesi,https://www.emlakjet.com//ilan/g-o-pasa-merkez-mahallesinde-21-kiralik-asansorlu-daire-17227303/,,1280,1,,,,,,,
976,17227288,27 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,4,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,12.000TL, Esenyurt - Pınar Mahallesi,https://www.emlakjet.com//ilan/esenyurt-pinar-mh-21-balkonlu-yuksek-giris-kiralik-daire-17227288/,,3032,10,,,,,,,
977,17227284,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,,Yok,1,,,Genel Fiyat,14.000TL, Sultangazi - 50. Yıl Mahallesi,https://www.emlakjet.com//ilan/akdogan-insaat-50-yil-mah-kiralik-daire-1-kat-21-90m2-kombili-17227284/,Boş,,,,,,,,,
978,17227179,27 Nisan 2025,04 Mayıs 2025,Konut,Kiralık,Daire,103 m²,120 m²,3+1,0 (Yeni),6.Kat,12,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Hayır,,,2,,,Genel Fiyat,72.500TL, Kadıköy - Bostancı Mahallesi,https://www.emlakjet.com//ilan/ali-nihat-tarlan-caddesi-uzerinde-31-103m-net-17227179/,,1153,106,,,,,,,
979,17227026,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,11-15,5.Kat,5,Kombi Doğalgaz,Boş,,,,Tapu Kaydı Yok,Hayır,30000 TL,,1,Var,,Genel Fiyat,30.000TL, Bahçelievler - Şirinevler Mahallesi,https://www.emlakjet.com//ilan/s-evler-merkezde-metrobuse-10dk-yeni-binada-21-90m2-yabanciya-uygun-kiralik-daire-17227026/,,,,,,,,,,
980,17226736,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),Bahçe Katı,13,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,22.000TL, Pendik - Dumlupınar Mahallesi,https://www.emlakjet.com//ilan/site-ici-ara-kat-balkonlu-ayri-mutfakli-kullanisli-sifir-11-17226736/,Boş,,,,,,,,,
981,17226734,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,45 m²,49 m²,1+1,5-10,6.Kat,9,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,26.500TL, Ataşehir - Kayışdağı Mahallesi,https://www.emlakjet.com//ilan/7tepe-unv-karsisi-ana-cadde-uzerinde-yuksek-kat-esyali-11-17226734/,Boş,,,,,,,,,
982,17226707,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+2,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,2,,,Genel Fiyat,31.000TL, Beylikdüzü - Kavaklı Mahallesi,https://www.emlakjet.com//ilan/kavakli-merkezde-kiralik-dubleks-32-firsat-kacmaz-17226707/,Boş,,,,,,,,,
983,17226705,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,53 m²,65 m²,1+1,5-10,11.Kat,13,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,17.000TL, Esenyurt - Barbaros Hayrettin Paşa Mahallesi,https://www.emlakjet.com//ilan/cumhuriyet-mah-komsu-guvenlikli-sitede-11-beypalas-kiralik-17226705/,Boş,,,,,,,,,
984,17226682,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,140 m²,180 m²,4+1,21 Ve Üzeri,5.Kat,16,Merkezi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,62.000TL, Kadıköy - Erenköy Mahallesi,https://www.emlakjet.com//ilan/atolyeden-erenkoy-minibuste-180m2-41-24-saat-guvenlikli-kiralik-17226682/,Boş,,,,,,,,,
985,17226585,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,28.000TL, Fatih - Akşemsettin Mahallesi,https://www.emlakjet.com//ilan/kiralik-kose-basinda-guzel-bakimli-ve-esyali-21-17226585/,Boş,,,,,,,,,
986,17226573,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,95 m²,115 m²,3+1,0 (Yeni),5.Kat,7,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,34.500TL, Pendik - Şeyhli Mahallesi,https://www.emlakjet.com//ilan/koru-park-sitesi-nde-cadde-uzerinde-kiralik-31-daire-17226573/,Boş,,,,,,,,,
987,17226558,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,,Yok,1,,,Genel Fiyat,19.000TL, Gaziosmanpaşa - Pazariçi Mahallesi,https://www.emlakjet.com//ilan/pazarici-mahallesi-cesmede-3-kat-21-balkonlu-kiralik-daire-17226558/,Boş,,,,,,,,,
988,17226519,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,3.Kat,4,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,47.500TL, Üsküdar - Mehmet Akif Ersoy Mahallesi,https://www.emlakjet.com//ilan/uskudar-cengelkoy-erguvan-evlerinde-kiralik-21-daire-17226519/,Boş,,,,,,,,,
989,17226478,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,110 m²,145 m²,3+1,16-20,5.Kat,14,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,,,Kat İrtifakı,Evet,,Yok,2,,,Genel Fiyat,43.000TL, Kağıthane - Nurtepe Mahallesi,https://www.emlakjet.com//ilan/kagithane-sadabat-evleri-nde-site-icerisinde-31-kiralik-daire-17226478/,Boş,,,,,,,,,
990,17226341,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,30 m²,35 m²,1+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,20.000TL, Ataşehir - İçerenköy Mahallesi,https://www.emlakjet.com//ilan/icerenkoy-mahallesi-nezih-konumda-11-daire-17226341/,Eşyalı,,,,,,,,,
991,17226333,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,4,Bahçe Katı,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,17.000TL, Küçükçekmece - Sultan Murat Mahallesi,https://www.emlakjet.com//ilan/cadde-emlak-sultanmurat-mah-yeni-binada-21-kullanisli-bahce-kat-17226333/,,,,,,,,,,
992,17226186,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,78 m²,92 m²,3+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Tuzla - Yayla Mahallesi,https://www.emlakjet.com//ilan/yayla-merkezi-konumda-kiralik-31-17226186/,Boş,,,,,,,,,
993,17226185,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,2,1.Kat,6,Yerden Isıtma,Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,30.000TL, Tuzla - İstasyon Mahallesi,https://www.emlakjet.com//ilan/havuzlu-sitede-kiralik-21-17226185/,Boş,,,,,,,,,
994,17226160,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,11-15,23.Kat,30,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,22.500TL, Küçükçekmece - Atatürk Mahallesi,https://www.emlakjet.com//ilan/teknik-yapi-11-kiralik-daire-bos-hemen-otur-17226160/,Boş,,,,,,,,,
995,17226096,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,85 m²,129 m²,2+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,,Yok,2,,,Genel Fiyat,34.000TL, Beylikdüzü - Sahil Mahallesi,https://www.emlakjet.com//ilan/beylikduzu-palm-marin-sitesi-deniz-manzarali-ara-kat-kiralik-21-17226096/,Boş,,,,,,,,,
996,17226056,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,170 m²,195 m²,4+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,40.000TL, Silivri - Yeni Mahallesi,https://www.emlakjet.com//ilan/nebi-den-silivri-yenimahalle-de-full-bakimli-170m2-41-daire-17226056/,Boş,,,,,,,,,
997,17225838,27 Nisan 2025,27 Nisan 2025,Konut,Kiralık,Daire,55 m²,58 m²,1+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,20.100TL, Fatih - Yedikule Mahallesi,https://www.emlakjet.com//ilan/hastaneler-bolgesinde-ici-komple-yapili-yenilenmis-11-daire-17225838/,Boş,,,,,,,,,
